"dt_evoluca","n.casos"
2020-01-03,1
2020-01-08,1
2020-01-13,1
2020-01-15,1
2020-01-16,2
2020-01-19,1
2020-01-20,1
2020-01-22,1
2020-01-23,2
2020-01-25,1
2020-01-26,1
2020-01-27,1
2020-01-29,1
2020-01-30,1
2020-02-01,1
2020-02-02,1
2020-02-03,1
2020-02-04,1
2020-02-05,2
2020-02-06,1
2020-02-07,1
2020-02-10,1
2020-02-13,1
2020-02-14,2
2020-02-15,4
2020-02-16,3
2020-02-17,3
2020-02-18,3
2020-02-19,1
2020-02-21,2
2020-02-22,2
2020-02-24,3
2020-02-25,1
2020-02-27,1
2020-02-28,3
2020-02-29,2
2020-03-01,1
2020-03-03,4
2020-03-04,1
2020-03-07,2
2020-03-08,1
2020-03-09,2
2020-03-10,1
2020-03-11,2
2020-03-12,2
2020-03-13,5
2020-03-14,5
2020-03-15,7
2020-03-16,5
2020-03-17,7
2020-03-18,14
2020-03-19,17
2020-03-20,29
2020-03-21,39
2020-03-22,42
2020-03-23,60
2020-03-24,56
2020-03-25,63
2020-03-26,65
2020-03-27,83
2020-03-28,78
2020-03-29,82
2020-03-30,89
2020-03-31,95
2020-04-01,101
2020-04-02,106
2020-04-03,108
2020-04-04,124
2020-04-05,123
2020-04-06,115
2020-04-07,132
2020-04-08,104
2020-04-09,102
2020-04-10,120
2020-04-11,134
2020-04-12,120
2020-04-13,141
2020-04-14,118
2020-04-15,106
2020-04-16,115
2020-04-17,129
2020-04-18,113
2020-04-19,131
2020-04-20,149
2020-04-21,125
2020-04-22,134
2020-04-23,149
2020-04-24,153
2020-04-25,147
2020-04-26,155
2020-04-27,164
2020-04-28,151
2020-04-29,201
2020-04-30,159
2020-05-01,200
2020-05-02,169
2020-05-03,163
2020-05-04,145
2020-05-05,198
2020-05-06,163
2020-05-07,186
2020-05-08,212
2020-05-09,171
2020-05-10,188
2020-05-11,200
2020-05-12,194
2020-05-13,191
2020-05-14,192
2020-05-15,198
2020-05-16,205
2020-05-17,199
2020-05-18,215
2020-05-19,212
2020-05-20,217
2020-05-21,226
2020-05-22,209
2020-05-23,217
2020-05-24,189
2020-05-25,211
2020-05-26,221
2020-05-27,238
2020-05-28,227
2020-05-29,234
2020-05-30,214
2020-05-31,198
2020-06-01,250
2020-06-02,208
2020-06-03,226
2020-06-04,238
2020-06-05,202
2020-06-06,201
2020-06-07,227
2020-06-08,237
2020-06-09,223
2020-06-10,237
2020-06-11,216
2020-06-12,238
2020-06-13,245
2020-06-14,203
2020-06-15,229
2020-06-16,219
2020-06-17,213
2020-06-18,220
2020-06-19,220
2020-06-20,229
2020-06-21,207
2020-06-22,201
2020-06-23,221
2020-06-24,212
2020-06-25,202
2020-06-26,202
2020-06-27,197
2020-06-28,204
2020-06-29,194
2020-06-30,222
2020-07-01,175
2020-07-02,225
2020-07-03,189
2020-07-04,187
2020-07-05,213
2020-07-06,188
2020-07-07,201
2020-07-08,205
2020-07-09,222
2020-07-10,199
2020-07-11,184
2020-07-12,212
2020-07-13,209
2020-07-14,218
2020-07-15,211
2020-07-16,208
2020-07-17,217
2020-07-18,209
2020-07-19,173
2020-07-20,225
2020-07-21,215
2020-07-22,190
2020-07-23,193
2020-07-24,181
2020-07-25,207
2020-07-26,182
2020-07-27,188
2020-07-28,183
2020-07-29,190
2020-07-30,152
2020-07-31,165
2020-08-01,162
2020-08-02,156
2020-08-03,174
2020-08-04,163
2020-08-05,179
2020-08-06,171
2020-08-07,170
2020-08-08,166
2020-08-09,152
2020-08-10,167
2020-08-11,139
2020-08-12,167
2020-08-13,151
2020-08-14,155
2020-08-15,174
2020-08-16,152
2020-08-17,142
2020-08-18,140
2020-08-19,127
2020-08-20,122
2020-08-21,113
2020-08-22,143
2020-08-23,132
2020-08-24,139
2020-08-25,146
2020-08-26,117
2020-08-27,119
2020-08-28,109
2020-08-29,100
2020-08-30,128
2020-08-31,116
2020-09-01,101
2020-09-02,89
2020-09-03,84
2020-09-04,43
2020-09-05,11
2020-09-06,17
2020-09-07,8
