"dt_notific","n.notific"
2020-02-24,1
2020-03-12,2
2020-03-13,2
2020-03-14,1
2020-03-15,2
2020-03-16,5
2020-03-17,7
2020-03-18,16
2020-03-19,23
2020-03-20,47
2020-03-21,27
2020-03-22,13
2020-03-23,59
2020-03-24,39
2020-03-25,44
2020-03-26,74
2020-03-27,71
2020-03-28,27
2020-03-29,33
2020-03-30,101
2020-03-31,59
2020-04-01,70
2020-04-02,95
2020-04-03,69
2020-04-04,50
2020-04-05,48
2020-04-06,93
2020-04-07,73
2020-04-08,82
2020-04-09,64
2020-04-10,48
2020-04-11,45
2020-04-12,38
2020-04-13,96
2020-04-14,85
2020-04-15,68
2020-04-16,88
2020-04-17,64
2020-04-18,52
2020-04-19,50
2020-04-20,100
2020-04-21,69
2020-04-22,144
2020-04-23,127
2020-04-24,113
2020-04-25,82
2020-04-26,64
2020-04-27,155
2020-04-28,102
2020-04-29,134
2020-04-30,135
2020-05-01,94
2020-05-02,97
2020-05-03,75
2020-05-04,161
2020-05-05,140
2020-05-06,132
2020-05-07,138
2020-05-08,136
2020-05-09,98
2020-05-10,76
2020-05-11,158
2020-05-12,145
2020-05-13,146
2020-05-14,169
2020-05-15,159
2020-05-16,92
2020-05-17,97
2020-05-18,190
2020-05-19,164
2020-05-20,169
2020-05-21,170
2020-05-22,164
2020-05-23,100
2020-05-24,75
2020-05-25,172
2020-05-26,203
2020-05-27,183
2020-05-28,175
2020-05-29,127
2020-05-30,129
2020-05-31,110
2020-06-01,199
2020-06-02,162
2020-06-03,148
2020-06-04,155
2020-06-05,155
2020-06-06,98
2020-06-07,97
2020-06-08,213
2020-06-09,154
2020-06-10,173
2020-06-11,141
2020-06-12,178
2020-06-13,112
2020-06-14,92
2020-06-15,187
2020-06-16,177
2020-06-17,144
2020-06-18,163
2020-06-19,167
2020-06-20,109
2020-06-21,73
2020-06-22,205
2020-06-23,169
2020-06-24,120
2020-06-25,121
2020-06-26,168
2020-06-27,87
2020-06-28,82
2020-06-29,171
2020-06-30,145
2020-07-01,153
2020-07-02,167
2020-07-03,170
2020-07-04,83
2020-07-05,82
2020-07-06,193
2020-07-07,163
2020-07-08,173
2020-07-09,134
2020-07-10,169
2020-07-11,103
2020-07-12,97
2020-07-13,200
2020-07-14,180
2020-07-15,181
2020-07-16,146
2020-07-17,165
2020-07-18,76
2020-07-19,83
2020-07-20,179
2020-07-21,150
2020-07-22,149
2020-07-23,115
2020-07-24,134
2020-07-25,85
2020-07-26,66
2020-07-27,173
2020-07-28,138
2020-07-29,134
2020-07-30,121
2020-07-31,123
2020-08-01,72
2020-08-02,63
2020-08-03,156
2020-08-04,128
2020-08-05,119
2020-08-06,111
2020-08-07,101
2020-08-08,62
2020-08-09,48
2020-08-10,111
2020-08-11,97
2020-08-12,98
2020-08-13,98
2020-08-14,59
2020-08-15,47
2020-08-16,51
2020-08-17,115
2020-08-18,66
2020-08-19,67
2020-08-20,64
2020-08-21,42
2020-08-22,30
2020-08-23,24
2020-08-24,68
2020-08-25,51
2020-08-26,47
2020-08-27,41
2020-08-28,34
2020-08-29,14
2020-08-30,14
2020-08-31,30
2020-09-01,14
2020-09-02,14
2020-09-03,9
2020-09-04,6
2020-09-05,2
2020-09-06,2
2020-09-07,1
