"dt_sin_pri","n.casos"
2020-01-01,2
2020-01-02,1
2020-01-03,2
2020-01-04,1
2020-01-05,1
2020-01-06,5
2020-01-07,1
2020-01-08,3
2020-01-10,6
2020-01-12,1
2020-01-14,2
2020-01-15,1
2020-01-17,1
2020-01-18,1
2020-01-19,2
2020-01-20,1
2020-01-21,2
2020-01-22,2
2020-01-24,1
2020-01-25,2
2020-01-27,2
2020-01-28,1
2020-01-31,4
2020-02-01,4
2020-02-02,1
2020-02-03,1
2020-02-04,2
2020-02-05,2
2020-02-06,2
2020-02-07,2
2020-02-08,3
2020-02-09,2
2020-02-10,2
2020-02-11,1
2020-02-12,1
2020-02-15,2
2020-02-16,1
2020-02-17,4
2020-02-18,1
2020-02-20,2
2020-02-21,2
2020-02-22,2
2020-02-23,3
2020-02-24,6
2020-02-25,5
2020-02-26,3
2020-02-27,2
2020-02-28,5
2020-02-29,1
2020-03-01,10
2020-03-02,6
2020-03-03,4
2020-03-04,3
2020-03-05,3
2020-03-06,2
2020-03-07,9
2020-03-08,13
2020-03-09,15
2020-03-10,25
2020-03-11,21
2020-03-12,21
2020-03-13,24
2020-03-14,38
2020-03-15,42
2020-03-16,52
2020-03-17,38
2020-03-18,62
2020-03-19,57
2020-03-20,80
2020-03-21,70
2020-03-22,63
2020-03-23,80
2020-03-24,72
2020-03-25,66
2020-03-26,65
2020-03-27,84
2020-03-28,64
2020-03-29,56
2020-03-30,70
2020-03-31,54
2020-04-01,74
2020-04-02,60
2020-04-03,65
2020-04-04,60
2020-04-05,67
2020-04-06,67
2020-04-07,58
2020-04-08,69
2020-04-09,63
2020-04-10,74
2020-04-11,68
2020-04-12,62
2020-04-13,69
2020-04-14,68
2020-04-15,102
2020-04-16,78
2020-04-17,72
2020-04-18,93
2020-04-19,64
2020-04-20,174
2020-04-21,68
2020-04-22,96
2020-04-23,82
2020-04-24,99
2020-04-25,99
2020-04-26,86
2020-04-27,100
2020-04-28,100
2020-04-29,77
2020-04-30,107
2020-05-01,179
2020-05-02,100
2020-05-03,105
2020-05-04,100
2020-05-05,113
2020-05-06,95
2020-05-07,114
2020-05-08,93
2020-05-09,106
2020-05-10,148
2020-05-11,124
2020-05-12,104
2020-05-13,130
2020-05-14,88
2020-05-15,144
2020-05-16,113
2020-05-17,97
2020-05-18,127
2020-05-19,93
2020-05-20,122
2020-05-21,101
2020-05-22,105
2020-05-23,87
2020-05-24,83
2020-05-25,141
2020-05-26,110
2020-05-27,107
2020-05-28,115
2020-05-29,98
2020-05-30,92
2020-05-31,80
2020-06-01,172
2020-06-02,98
2020-06-03,111
2020-06-04,107
2020-06-05,106
2020-06-06,110
2020-06-07,97
2020-06-08,103
2020-06-09,100
2020-06-10,124
2020-06-11,83
2020-06-12,90
2020-06-13,94
2020-06-14,104
2020-06-15,122
2020-06-16,99
2020-06-17,103
2020-06-18,106
2020-06-19,99
2020-06-20,128
2020-06-21,104
2020-06-22,111
2020-06-23,113
2020-06-24,86
2020-06-25,111
2020-06-26,123
2020-06-27,93
2020-06-28,92
2020-06-29,118
2020-06-30,104
2020-07-01,174
2020-07-02,116
2020-07-03,113
2020-07-04,95
2020-07-05,104
2020-07-06,127
2020-07-07,121
2020-07-08,122
2020-07-09,81
2020-07-10,124
2020-07-11,100
2020-07-12,94
2020-07-13,110
2020-07-14,127
2020-07-15,112
2020-07-16,94
2020-07-17,106
2020-07-18,85
2020-07-19,85
2020-07-20,125
2020-07-21,79
2020-07-22,87
2020-07-23,93
2020-07-24,103
2020-07-25,99
2020-07-26,96
2020-07-27,109
2020-07-28,79
2020-07-29,67
2020-07-30,92
2020-07-31,81
2020-08-01,109
2020-08-02,71
2020-08-03,90
2020-08-04,73
2020-08-05,73
2020-08-06,77
2020-08-07,99
2020-08-08,73
2020-08-09,70
2020-08-10,98
2020-08-11,67
2020-08-12,89
2020-08-13,75
2020-08-14,61
2020-08-15,77
2020-08-16,72
2020-08-17,73
2020-08-18,78
2020-08-19,63
2020-08-20,75
2020-08-21,68
2020-08-22,59
2020-08-23,57
2020-08-24,52
2020-08-25,56
2020-08-26,48
2020-08-27,33
2020-08-28,37
2020-08-29,34
2020-08-30,37
2020-08-31,32
2020-09-01,23
2020-09-02,10
2020-09-03,10
2020-09-04,6
2020-09-05,5
2020-09-06,1
